county,license_number,operation_type,establishment_type,entity_name,dba_name,street_number,street_name,address_line_2,address_line_3,city,state,zip_code,square_footage,location,geom,borough,street_name_normalized
Queens,718017,Store,A     ,99 CENTS DYNASTY INC             ,99 CENTS DYNASTY       ,90-14,JAMAICA AVE                ,             ,               ,WOODHAVEN         ,NY,11421,0,"90 14 JAMAICA AVE
WOODHAVEN, NY 11421
",0101000020E61000005B336193AF7652C065626A37B0584440,Queens,
Bronx,730078,Store,JAC   ,LA PARADA LATINA FOOD CORP       ,LA PARADA LATINA FOOD  ,3822,3RD AVE                     ,             ,               ,BRONX             ,NY,10457,0,"3822 3RD AVE
BRONX, NY 10457
(40.837957, -73.901369)",0101000020E6100000AFCE48BCB07952C0546D90793F6B4440,Bronx,
Bronx,728045,Store,JAC   ,BIG SAL DELI INC                 ,BIG SAL DELI           ,1361,OGDEN AVE                   ,             ,               ,BRONX             ,NY,10452,0,"1361 OGDEN AVE
BRONX, NY 10452
(40.84149, -73.924836)",0101000020E61000003E9F8978307B52C09BB7C54FB76B4440,Bronx,
Queens,720274,Store,JAC   ,NASSER ALMALEKI                  ,LUCKY GUY DELI         ,72-20,FOREST AVE                 ,             ,               ,RIDGEWOOD         ,NY,11385,0,"72 20 FOREST AVE
RIDGEWOOD, NY 11385
",0101000020E6100000AA8182248E7952C0EB373C0998594440,Queens,
Queens,724188,Store,JAC   ,AL TAWAKULL HALAL MEAT INC       ,AL TAWAKULL HALAL MEAT ,37-68,74TH ST                    ,             ,               ,JACKSON HEIGHTS   ,NY,11372,0,"37 68 74TH ST
JACKSON HEIGHTS, NY 11372
",0101000020E610000010BD556F0E7952C06AAA187FA35F4440,Queens,
Queens,638547,Store,JAC   ,JAY DELI GROCERY CORP            ,JAY DELI GROCERY       ,54-16,FLUSHING AVE               ,             ,               ,MASPETH           ,NY,11378,0,"54 16 FLUSHING AVE
MASPETH, NY 11378
",0101000020E6100000CCF2A42D6F7A52C0BCA3CA618C5B4440,Queens,
Queens,734363,Store,JAC   ,G MART INC                       ,G MART                 ,57-03,ROOSEVELT AVE              ,             ,               ,WOODSIDE          ,NY,11377,0,"57 03 ROOSEVELT AVE
WOODSIDE, NY 11377
",0101000020E6100000C100C287127A52C0A965CD82675F4440,Queens,
Bronx,733293,Store,JAC   ,263 DELI INC                     ,263 DELI               ,263,W KINGSBRIDGE RD         ,             ,               ,BRONX             ,NY,10463,0,"263 W KINGSBRIDGE RD
BRONX, NY 10463
(40.873013, -73.90535)",0101000020E6100000C084519AEB7952C0B51039C5B76F4440,Bronx,
Queens,718201,Store,JAC   ,JANCH JANCH INC                  ,JANCH JANCH            ,138-18,NORTHERN BLVD             ,             ,               ,FLUSHING          ,NY,11354,0,"138 18 NORTHERN BLVD
FLUSHING, NY 11354
",0101000020E61000002E4F6BC3F67452C0F9230424CC614440,Queens,
Queens,714947,Store,A     ,NEW TOWN MARKET INC              ,NEW TOWN MARKET        ,91-24,CORONA AVE                 ,             ,               ,ELMHURST          ,NY,11373,0,"91 24 CORONA AVE
ELMHURST, NY 11373
",0101000020E6100000C40B7CE6E07752C0D1654771095F4440,Queens,
Bronx,725808,Store,JAC   ,SISTER SISTER ROYAL SHITO        ,SISTER SISTER ROYAL    ,50,E 168TH STREET                ,             ,               ,BRONX             ,NY,10452,0,"50 E 168TH STREET
BRONX, NY 10452
(40.836626, -73.918983)",0101000020E61000005AAB53ACD57A52C04BCED5CB196B4440,Bronx,
New York,624256,Store,A     ,WORLD BOOKS INC                  ,CARLTON CARDS          ,1,PENN PLAZA LIRR CONCOURSE      ,             ,               ,NEW YORK          ,NY,10001,17,"1 PENN PLAZA
NEW YORK, NY 10001
(40.736903, -74.000888)",0101000020E6100000116E35198C7F52C09ADD9FFA23604440,Manhattan,
Kings,717391,Store,A     ,T & T TOBACCO & GROCERY CORP     ,T & T TOBACCO & GROCERY,1030,NORSTRAND AVE               ,             ,               ,BROOKLYN          ,NY,11225,0,"1030 NORSTRAND AVE
BROOKLYN, NY 11225
(40.663415, -73.950927)",,Brooklyn,"NORSTRAND AVE
"
Queens,632978,Store,JAC   ,GUY R BREWER EXPRESS FOOD CORP   ,GUY R BREWER EXPRESS FD,134-50,GUY R BREWER BLVD         ,             ,               ,JAMAICA           ,NY,11434,0,"134 50 GUY R BREWER BLVD
JAMAICA, NY 11434
",0101000020E610000037737FA69B7152C00FC4014E19564440,Queens,
Richmond,731846,Store,A     ,AKRON VAPE SHOP CORP             ,AKRON VAPE SHOP        ,10,AKRON STREET                  ,             ,               ,STATEN ISLAND     ,NY,10314,0,"10 AKRON STREET
STATEN ISLAND, NY 10314
(40.61172, -74.158787)",0101000020E6100000D05366482A8A52C0C448E26D4D4E4440,Staten Island,
Kings,718375,Store,JAC   ,169 MEAT CORP                    ,KEY FOOD               ,1407,FOSTER AVE                  ,             ,               ,BROOKLYN          ,NY,11230,0,"1407 FOSTER AVE
BROOKLYN, NY 11230
(40.633851, -73.963544)",0101000020E61000001A3CF6B1AE7D52C0711BBF071E514440,Brooklyn,
Bronx,609578,Store,JAC   ,EL BODEGON DELI GROCERY CORP     ,EL BODEGON DELI GROCERY,663,MELROSE AVE                  ,             ,               ,BRONX             ,NY,10455,0,"663 MELROSE AVE
BRONX, NY 10455
(40.818778, -73.916548)",0101000020E6100000E41045CEA87A52C0B00F5FE4CD684440,Bronx,
Queens,714262,Store,A     ,LIU BROTHER GROUP INC            ,BABY EXPRESS           ,92-16,LIBERTY AVE                ,             ,               ,OZONE PARK        ,NY,11417,0,"92 16 LIBERTY AVE
OZONE PARK, NY 11417
",0101000020E6100000213A06D82E7652C09FF497BC0E574440,Queens,
Queens,718583,Store,JAC   ,SHEN CHAI DELI & GROCERY CORP    ,ZEE'S GOURMET DELI     ,132-07A,14TH AVENUE              ,             ,               ,COLLEGE POINT     ,NY,11356,0,"132 07A 14TH AVENUE
COLLEGE POINT, NY 11356
",0101000020E610000075808CEA807552C0C91738C9A4644440,Queens,
Queens,704304,Store,JAC   ,P&A CANDY & DELI INC.            ,41TH AVE. CANDY & DELI ,1040,41ST AVENUE #42             ,             ,               ,LONG ISLAND CITY  ,NY,11101,0,"1040 41ST AVENUE
LONG ISLAND CITY, NY 11101
(40.756033, -73.946398)",0101000020E61000004B1BAFFD7B7C52C030E1AEDFAE604440,Queens,
Bronx,724248,Store,JAC   ,FERMIN DELI GROCERY CORP         ,FERMIN DELI GROCERY    ,1113,GRANT AVE                   ,             ,               ,BRONX             ,NY,10456,0,"1113 GRANT AVE
BRONX, NY 10456
(40.831114, -73.91641)",0101000020E61000001FE159DEA37A52C0B076D0806C6A4440,Bronx,
Kings,617519,Store,JAC   ,GRAND PETROLEUM LLC              ,BP                     ,1049,GRAND ST            ,             ,               ,BROOKLYN          ,NY,11211,0,"1049 GRAND ST
BROOKLYN, NY 11211
(40.713663, -73.933671)",0101000020E6100000765AD34DBD7B52C0B0C569E65B5B4440,Brooklyn,
Kings,714624,Store,JAC   ,4TH AVE DELI & GRILL INC         ,DELI & GRILL           ,70,4TH AVE                       ,             ,               ,BROOKLYN          ,NY,11217,0,"70 4TH AVE
BROOKLYN, NY 11217
(40.682598, -73.979613)",0101000020E61000007AD8F01DB17E52C0D5CD501B5F574440,Brooklyn,
Queens,733078,Store,A     ,WALGREEN EASTERN CO INC          ,RITE AID #10596        ,75-75,31ST AVENUE            ,             ,               ,EAST ELMHURST     ,NY,11370,0,"75 75 31ST AVENUE
EAST ELMHURST, NY 11370
",0101000020E6100000E1475DFD147952C0930AEB8E1A614440,Queens,
Bronx,729992,Store,JAC   ,7 DAYS & 7 NIGHTS DELI GROCERY IN,7 DAYS & 7 NIGHTS DELI ,717,E 187TH ST                   ,             ,               ,BRONX             ,NY,10458,0,"717 E 187TH ST
BRONX, NY 10458
(40.853937, -73.88373)",0101000020E610000057667069937852C04AABB1AE506D4440,Bronx,
Bronx,730505,Store,A     ,DOLGENCORP OF NEW YORK INC       ,DOLLAR GENERAL # 19206 ,1412,JEROME AVE                  ,             ,               ,BRONX             ,NY,10452,0,"1412 JEROME AVE
BRONX, NY 10452
(40.840812, -73.917269)",0101000020E6100000DB6DAC47B77A52C0724BBF4E976B4440,Bronx,
Kings,704935,Store,JAC   ,952 FOOD CORP                    ,952 FOOD               ,952,4TH AVE                      ,             ,               ,BROOKLYN          ,NY,11232,0,"952 4TH AVE
BROOKLYN, NY 11232
(40.654421, -74.0044)",0101000020E6100000987892FC498052C0F0C7F6E4BD534440,Brooklyn,
Queens,702049,Store,JAC   ,SUNNYSIDE SUPER DELI INC         ,SUNNYSIDE SUPER DELI   ,50-12,39TH AVE                   ,             ,               ,WOODSIDE          ,NY,11377,0,"50 12 39TH AVE
WOODSIDE, NY 11377
",0101000020E61000007789FD6C737A52C0012DFADFDA5F4440,Queens,
Queens,722752,Store,JAC   ,CHAQUITA DELI AND GROCERY CORP   ,CHAQUITA DELI AND GROCE,50-62,69TH STREET                ,             ,               ,WOODSIDE          ,NY,11377,0,"50 62 69TH STREET
WOODSIDE, NY 11377
",0101000020E6100000EF33F929587952C041312973305E4440,Queens,
Bronx,730182,Store,JAC   ,BLUE BIRD VIDEO PRODUCTIONS LLC  ,BROWNIE HEAVEN NYC     ,50,EAST 168TH ST                 ,             ,               ,BRONX             ,NY,10452,0,"50 EAST 168TH ST
BRONX, NY 10452
(40.836626, -73.918983)",0101000020E61000005AAB53ACD57A52C04BCED5CB196B4440,Bronx,
Queens,639899,Store,JAC   ,SINGH FARM CORP                  ,SINGH FARM             ,117-05,101ST AVE                 ,             ,               ,RICHMOND HILL     ,NY,11419,0,"117 05 101ST AVE
RICHMOND HILL, NY 11419
",0101000020E6100000BBA4636FF67452C0B0AA5D5942584440,Queens,
Queens,729551,Store,JAC   ,AL NOUR FOOD INC                 ,AL NOUR FOOD           ,41-08,30TH AVE                   ,             ,               ,ASTORIA           ,NY,11103,0,"41 08 30TH AVE
ASTORIA, NY 11103
",0101000020E6100000702812897F7A52C0AF112B1DB8614440,Queens,
Bronx,731510,Store,JAC   ,ADAM CONVENIENCE DELI GROCERY INC,ADAM CONVENIENCE DELI G,820,E 168TH STREET         ,             ,               ,BRONX             ,NY,10459,0,"820 E 168TH STREET
BRONX, NY 10459
(40.828609, -73.898289)",0101000020E6100000A30B6C01817952C02460991B116A4440,Bronx,
Richmond,712023,Store,JAC   ,ELTINAVILLE BAGEL & DELI INC     ,ELTINAVILLE BAGEL & DEL,3845,RICHMOND AVE #1C            ,             ,               ,STATEN ISLAND     ,NY,10312,0,"3845 RICHMOND AVE
STATEN ISLAND, NY 10312
(40.544105, -74.165117)",0101000020E610000084ECC648908A52C0806F1FE5A3454440,Staten Island,
New York,731206,Store,JAC   ,CJS WHOLESALERS                  ,AJS WHOLESALERS/MANDEL ,152,WEST 36TH STREET 1ST FLOOR   ,             ,               ,NEW YORK          ,NY,10018,0,"152 WEST 36TH STREET
NEW YORK, NY 10018
(40.751981, -73.988981)",0101000020E6100000CDF7A104457F52C0817D0D2C3B604440,Manhattan,
Queens,632060,Store,A     ,SNS MEAT&FISH MARKET INC         ,SNS MEAT&FISH MKT      ,131-13,JAMAICA AVE               ,             ,               ,RICHMOND HILL     ,NY,11418,0,"131 13 JAMAICA AVE
RICHMOND HILL, NY 11418
",0101000020E6100000556C3F66867452C0015B7D34DE594440,Queens,
Kings,617713,Store,JAC   ,CANDY PLAZA INC                  ,CANDY PLAZA            ,5100,KINGS PLAZA MALL 2ND FL #34 ,             ,               ,BROOKLYN          ,NY,11234,0,"5100 KINGS PLAZA MALL
BROOKLYN, NY 11234
(40.610566, -73.921211)",,Brooklyn,"KINGS MALL
"
Kings,719320,Store,JAC   ,GREENE GRAPE INC                 ,GREENE GRAPE SCOOPS    ,680,FULTON ST              ,             ,               ,BROOKLYN          ,NY,11217,0,"680 FULTON ST
BROOKLYN, NY 11217
(40.686398, -73.974656)",0101000020E61000003DED765A637E52C04BA262CDDD574440,Brooklyn,
New York,733140,Store,JAC   ,PEACE & LOVE 170TH STREET GOURMET,PEACE & LOVE 170TH ST G,500,W 170TH ST STORE #2          ,             ,               ,NEW YORK          ,NY,10032,0,"500 W 170TH ST
NEW YORK, NY 10032
(40.84111, -73.936131)",0101000020E610000047F727C5EB7B52C095ED1CF2AA6B4440,Manhattan,
Queens,732671,Store,JAC   ,WAKE & WINK INC                  ,WAKE & WINK            ,36-46,37TH STREET                ,             ,               ,LONG ISLAND CITY  ,NY,11101,0,"36 46 37TH STREET
LONG ISLAND CITY, NY 11101
",0101000020E610000090852EC13E7B52C04B40997570604440,Queens,
Bronx,731787,Store,A     ,BROADWAY 231 INC                 ,BROADWAY 231           ,5601,BROADWAY AVE                ,             ,               ,BRONX             ,NY,10463,0,"5601 BROADWAY AVE
BRONX, NY 10463
(40.879549, -73.904209)",,Bronx,"BROADWAY AVE
"
Queens,633387,Store,JAC   ,GOLD TIM CORP                    ,GOLD TIM DELI&GRILL    ,126-01,15TH AVE                  ,             ,               ,COLLEGE POINT     ,NY,11356,0,"126 01 15TH AVE
COLLEGE POINT, NY 11356
",0101000020E6100000B5AF783DE37552C016B3B39E79644440,Queens,
Queens,719078,Store,A     ,DOLLAR TREE STORES INC           ,DOLLAR TREE #04928     ,79-60,S CONDUIT AVE              ,             ,               ,HOWARD BEACH      ,NY,11414,0,"79 60 S CONDUIT AVE
HOWARD BEACH, NY 11414
",0101000020E6100000EE1A862DC37652C098EE4EAFF6554440,Queens,
Queens,725108,Store,JAC   ,GREENPOINT MUESLI COMPANY INC    ,GREENPOINT MUESLI COMPA,36-46,37TH STREET                ,             ,               ,LONG ISLAND CITY  ,NY,11101,0,"36 46 37TH STREET
LONG ISLAND CITY, NY 11101
",0101000020E610000090852EC13E7B52C04B40997570604440,Queens,
Queens,729241,Store,JAC   ,MARS DELI INC                    ,MARS DELI              ,44-06,48TH AVENUE                ,             ,               ,WOODSIDE          ,NY,11377,0,"44 06 48TH AVENUE
WOODSIDE, NY 11377
",0101000020E6100000CC96810AF47A52C05C7C21D3A75E4440,Queens,
Bronx,730349,Store,JAC   ,SOSUA FOOD CENTER CORP           ,SOSUA FOOD CENTER      ,2634,3RD AVENUE                  ,             ,               ,BRONX             ,NY,10454,0,"2634 3RD AVENUE
BRONX, NY 10454
(40.812625, -73.924236)",0101000020E61000009AC8995D287B52C0202405BA01684440,Bronx,
Kings,722569,Store,A     ,DOLLAR TREE STORES INC           ,DOLLAR TREE #06209     ,344,PENNSYLVANIA AVE             ,             ,               ,BROOKLYN          ,NY,11207,0,"344 PENNSYLVANIA AVE
BROOKLYN, NY 11207
(40.669001, -73.895129)",0101000020E6100000710DDEA1497952C0CA7D27F49E554440,Brooklyn,
Queens,636664,Store,A     ,GENOVESE DRUG STORES INC         ,RITE AID 10568         ,21-25,BROADWAY                   ,             ,               ,LONG ISLAND CITY  ,NY,11106,0,"21 25
LONG ISLAND CITY, NY 11106
",0101000020E61000005073901D9D7B52C04A3E2017EF614440,Queens,
New York,733960,Store,JAC   ,YMJ EXPRESS LLC                  ,YMJ EXPRESS            ,197,B MADISON STREET         ,             ,               ,NEW YORK          ,NY,10002,0,"197 B MADISON STREET
NEW YORK, NY 10002
(40.712621, -73.990287)",0101000020E61000003AC22F16627F52C078ED4048375B4440,Manhattan,
Kings,720155,Store,JAC   ,JAY ST NY DELI INC               ,JAY ST NY DELI         ,408,JAY ST                   ,             ,               ,BROOKLYN          ,NY,11201,0,"408 JAY ST
BROOKLYN, NY 11201
(40.691781, -73.987318)",0101000020E61000006FD9DC72307F52C0072BD63890584440,Brooklyn,
Queens,732815,Store,JAC   ,CORONA MARKET INC                ,CORONA MARKET          ,111-17A,ROOSEVELT AVE            ,             ,               ,CORONA            ,NY,11368,0,"111 17A ROOSEVELT AVE
CORONA, NY 11368
",0101000020E610000015173092C07652C0E9C1403B37604440,Queens,
Queens,710303,Store,JAC   ,RABEE DELI INC                   ,RABEE DELI             ,114-58,MERRICK BLVD              ,             ,               ,JAMAICA           ,NY,11434,0,"114 58 MERRICK BLVD
JAMAICA, NY 11434
",0101000020E6100000EDF6397CD27152C0D1E2DCCC67584440,Queens,
Bronx,728759,Store,JAC   ,KING 3RD DELI CORP               ,KING 3RD DELI          ,3251,3RD AVE                     ,             ,               ,BRONX             ,NY,10456,0,"3251 3RD AVE
BRONX, NY 10456
(40.82429, -73.908605)",0101000020E6100000396638E1277A52C0BB9E10CC7D694440,Bronx,
Kings,734678,Store,JAC   ,NY HARVEST TRADING INC           ,                       ,200,SHERMERHORN STREET     ,             ,               ,BROOKLYN          ,NY,11201,0,"200 SHERMERHORN STREET
BROOKLYN, NY 11201
(40.688671, -73.985267)",,Brooklyn,"SHERMERHORN STREET
"
Queens,709508,Store,JAC   ,ORCHARD SUPERMARKET CORP         ,ORCHARD SUPERMARKET    ,110-44,QUEENS BLVD               ,             ,               ,FOREST HILLS      ,NY,11375,0,"110 44 QUEENS BLVD
FOREST HILLS, NY 11375
",0101000020E6100000945C52B1B97552C0CFA60975165C4440,Queens,
Queens,725975,Store,A     ,W & K GROCERY INC                ,W & K GROCERY          ,95-19,ROOSEVELT AVE          ,             ,               ,JACKSON HEIGHTS   ,NY,11372,0,"95 19 ROOSEVELT AVE
JACKSON HEIGHTS, NY 11372
",0101000020E61000008918B758BF7752C0A1F8CA27DF5F4440,Queens,
Kings,732585,Store,A     ,QUALITY GROCERY INC              ,QUALITY GROCERY        ,1520,AVENUE M                    ,             ,               ,BROOKLYN          ,NY,11230,0,"1520 AVENUE
BROOKLYN, NY 11230
(40.625267, -73.960647)",0101000020E6100000BE1D2A8B677D52C0AC140D991C4F4440,Brooklyn,
Queens,719265,Store,JAC   ,STOP & SHOP SUPERMARKET COMPANY L,STOP & SHOP #2581      ,156-01,CROSSBAY BLVD             ,             ,               ,HOWARD BEACH      ,NY,11414,0,"156 01 CROSSBAY BLVD
HOWARD BEACH, NY 11414
",0101000020E61000005BC236AED37552C0CC417C1BFC544440,Queens,
Queens,728050,Store,JAC   ,SAHAJANAND 108 INC               ,5 ELEVEN CONVENIENCE & ,135-02,LEFFERTS BLVD             ,             ,               ,SOUTH OZONE PARK  ,NY,11420,0,"135 02 LEFFERTS BLVD
SOUTH OZONE PARK, NY 11420
",0101000020E6100000CE0F2AD08A7452C02B93D171CB554440,Queens,
Queens,725318,Store,JAC   ,LA TIENDITA DE DON LUIS CORP     ,LA TIENDITA DE DON LUIS,65-43,GRAND AVENUE               ,             ,               ,MASPETH           ,NY,11378,0,"65 43 GRAND AVENUE
MASPETH, NY 11378
",0101000020E6100000608C658E8E7952C04E0AC19BA65C4440,Queens,
New York,626796,Store,JAC   ,SYUKAKU INC                      ,SYUKAKU WESTSIDE SPRMKT,77,7TH AVE               ,             ,               ,NEW YORK          ,NY,10011,0,"77 7TH AVE
NEW YORK, NY 10011
(40.738769, -73.999166)",0101000020E6100000F121116CF67F52C06D9E0879945E4440,Manhattan,
Queens,638056,Store,A     ,HESS MART INC                    ,HESS #32509            ,97-11,NORTHERN BLVD              ,             ,               ,CORONA            ,NY,11368,0,"97 11 NORTHERN BLVD
CORONA, NY 11368
",0101000020E610000032416773C07752C0E856D494E7604440,Queens,
Queens,734272,Store,JAC   ,MAJIA GOURMET DELI CORP          ,MAJIA GOURMET DELI     ,87-78,169TH STREET               ,             ,               ,JAMAICA           ,NY,11432,0,"87 78 169TH STREET
JAMAICA, NY 11432
",0101000020E6100000A3CEB9EBBE7252C0E6001641F05A4440,Queens,
Queens,717987,Store,JAC   ,NEW MATTYS EXCLUSIVE DELI & GROCE,NEW MATTYS EXCLUSIVE DE,149-27,JAMAICA AVE               ,             ,               ,JAMAICA           ,NY,11435,0,"149 27 JAMAICA AVE
JAMAICA, NY 11435
",0101000020E6100000FD660CBA877352C0E35CB951DA594440,Queens,
Bronx,725788,Store,JAC   ,FIRST STOP DELI GROCERY 2017 CORP,FIRST STOP DELI GROCERY,1963,GRAND CONCOURSE             ,             ,               ,BRONX             ,NY,10453,0,"1963 GRAND
BRONX, NY 10453
(40.852317, -73.910744)",0101000020E6100000490AA068EB7952C087AE6565E46C4440,Bronx,
Queens,719549,Store,JAC   ,LOS POBLANITOS DELI GROCERY CORP ,LOS POBLANITOS DELI GRO,102-61,JAMAICA AVE               ,             ,               ,RICHMOND HILL     ,NY,11418,0,"102 61 JAMAICA AVE
RICHMOND HILL, NY 11418
",0101000020E6100000BC3B06B1F97552C012804230FC584440,Queens,
Queens,670917,Store,A     ,RITE AID OF NEW YORK INC         ,RITE AID #900          ,119-04,LIBERTY AVE               ,             ,               ,RICHMOND HILL     ,NY,11418,0,"119 04 LIBERTY AVE
RICHMOND HILL, NY 11418
",0101000020E61000002D99649EBC7452C07DA44639D8574440,Queens,
Queens,671579,Store,A     ,DUANE READE ET AL PTRS           ,DUANE READE 14431      ,37-66,82ND ST                    ,             ,               ,JACKSON HEIGHTS   ,NY,11372,0,"37 66 82ND ST
JACKSON HEIGHTS, NY 11372
",0101000020E6100000AC64A0A3977852C0BB07B9AAEB5F4440,Queens,
Bronx,729589,Store,JAC   ,MO'S GOURMET CORP                ,MO'S GOURMET           ,337,E 146TH ST               ,             ,               ,BRONX             ,NY,10451,0,"337 E 146TH ST
BRONX, NY 10451
(40.815392, -73.921242)",0101000020E6100000CB37470BF37A52C0E328ADF959684440,Bronx,
Bronx,718458,Store,JAC   ,CAMPUS GRILL DELI CORP           ,CAMPUS GRILL DELI      ,88,W 181ST STREET                ,             ,               ,BRONX             ,NY,10453,0,"88 W 181ST STREET
BRONX, NY 10453
(40.856991, -73.908969)",0101000020E61000007FE6EA8E277A52C0BAFB990BAE6D4440,Bronx,
New York,625777,Store,A     ,MBAYANGA MUSULU                  ,JBM ACTION             ,1265,BROADWAY RM 600             ,             ,               ,NEW YORK          ,NY,10001,30,"1265 BROADWAY
NEW YORK, NY 10001
(40.748132, -73.988229)",0101000020E610000051CC2E5A3F7F52C0250980F9BD5F4440,Manhattan,
Kings,617196,Store,JAC   ,BAL NAVDEEP S                    ,7-ELEVEN STORE 33680A  ,953,KINGS HWY                ,             ,               ,BROOKLYN          ,NY,11223,0,"953 KINGS HWY
BROOKLYN, NY 11223
(40.607079, -73.962704)",0101000020E6100000E60973DF9B7D52C0A8CD58ADB54D4440,Brooklyn,
Queens,718321,Store,JAC   ,GRAND CHILD DELI FOOD INC        ,GRAND CHILD DELI FOOD  ,20-08,CORNAGA AVE                ,             ,               ,FAR ROCKAWAY      ,NY,11691,0,"20 08 CORNAGA AVE
FAR ROCKAWAY, NY 11691
",0101000020E61000001389D2763D7052C0330E861E174D4440,Queens,
Bronx,718840,Store,JAC   ,LA TRADICION DELI GROCERY CORP   ,LA TRADICION DELI GROCE,1145,BOSTON ROAD                 ,             ,               ,BRONX             ,NY,10456,0,"1145 BOSTON ROAD
BRONX, NY 10456
(40.828273, -73.903774)",0101000020E6100000EA8A66DDD77952C0D2482A20046A4440,Bronx,
Bronx,733256,Store,JAC   ,NEREID GOURMET DELI INC          ,NEREID GOURMET DELI    ,4389,MATILDA AVE                 ,             ,               ,BRONX             ,NY,10466,0,"4389 MATILDA AVE
BRONX, NY 10466
(40.898959, -73.856356)",0101000020E6100000DF18914FD07652C0736B7BFF0B734440,Bronx,
Queens,707452,Store,JAC   ,WEST INDIAN FARM MARKET INC      ,WEST INDIAN FARM MARKET,123-02,LIBERTY AVE               ,             ,               ,SOUTH RICHMOND HIL,NY,11419,0,"123 02 LIBERTY AVE
SOUTH RICHMOND HIL, NY 11419
",0101000020E6100000AA5AF617867452C04515EF9802584440,Queens,
Queens,717654,Store,JAC   ,D & E MEXICAN FOOD CORP          ,D&E MEXICAN FOOD       ,40-11,82ND ST                    ,             ,               ,ELMHURST          ,NY,11373,0,"40 11 82ND ST
ELMHURST, NY 11373
",0101000020E61000005E35C431917852C0AF93A01EA75F4440,Queens,
Queens,733530,Store,A     ,NILE CITY PHARMACY INC           ,NILE CITY PHARMACY     ,40-10,25TH AVENUE                ,             ,               ,ASTORIA           ,NY,11103,0,"40 10 25TH AVENUE
ASTORIA, NY 11103
",0101000020E6100000D4411037567A52C0B56DEEA949624440,Queens,
Queens,632260,Store,JABC  ,STOP&SHOP SUPERMARKET CO LLC THE ,STOP&SHOP 510          ,34-51,48TH ST                    ,             ,               ,SUNNYSIDE         ,NY,11104,0,"34 51 48TH ST
SUNNYSIDE, NY 11104
",0101000020E61000002A78D7C78D7A52C0FABAFB4053604440,Queens,
Queens,634287,Store,A     ,DUANE READE ETAL PTRS            ,DUANE READE 14390      ,47-02,5TH ST                     ,             ,               ,LONG ISLAND CITY  ,NY,11101,0,"47 02 5TH ST
LONG ISLAND CITY, NY 11101
",0101000020E6100000AFD9EB10287D52C0B34A2C92765F4440,Queens,
Queens,711573,Store,JAC   ,LOVE KITCHEN LLC THE             ,THE LOVE KITCHEN       ,36-46,37TH ST                    ,             ,               ,LONG ISLAND CITY  ,NY,11101,0,"36 46 37TH ST
LONG ISLAND CITY, NY 11101
",0101000020E610000090852EC13E7B52C04B40997570604440,Queens,
Queens,724410,Store,A     ,LUCKY 83 ST GROCERY INC          ,LUCKY 83 ST GROCERY    ,83-03,GRAND AVE                  ,             ,               ,ELMHURST          ,NY,11373,0,"83 03 GRAND AVE
ELMHURST, NY 11373
",0101000020E61000005E9BED50947852C064ACA276D95D4440,Queens,
Queens,719926,Store,JAC   ,SKKM ENTERPRISES INC             ,WEST INDIAN MARKET     ,10-56,BEACH 20TH ST          ,             ,               ,FAR ROCKAWAY      ,NY,11691,0,"10 56 BEACH 20TH ST
FAR ROCKAWAY, NY 11691
",0101000020E6100000B369113F327052C062E03E0C3B4D4440,Queens,
Queens,733068,Store,A     ,WALGREEN EASTERN CO INC          ,RITE AID #10557        ,255-01,UNION TURNPIKE        ,             ,               ,GLEN OAKS         ,NY,11004,0,"255 01 UNION TURNPIKE
GLEN OAKS, NY 11004
",0101000020E6100000964A4FC3CD6D52C03CFACE945E5F4440,Queens,
Bronx,608536,Store,A     ,DOLLAR RESORT INC                ,DOLLAR RESORT          ,190,EAST 167 ST                  ,             ,               ,BRONX             ,NY,10456,0,"190 EAST 167 ST
BRONX, NY 10456
(40.834221, -73.917169)",0101000020E610000047E46803B17A52C0E956CE6DC96A4440,Bronx,
Queens,730948,Store,JAC   ,MEJIA-SANTAGO ARLETTE A          ,ARLETTE MINI MARKET    ,178-25,JAMAICA AVE               ,             ,               ,JAMAICA           ,NY,11432,0,"178 25 JAMAICA AVE
JAMAICA, NY 11432
",0101000020E61000006FFDA0A0177252C0F5595B7DA05A4440,Queens,
Queens,732103,Store,JAC   ,DITMARS BLVD SUPERMARKET CORP    ,DITMARS BLVD SUPERMARKE,46-14,DITMARS BLVD               ,             ,               ,ASTORIA           ,NY,11105,0,"46 14 DITMARS BLVD
ASTORIA, NY 11105
",0101000020E6100000D7F6E531BB7952C014F2E5A78F624440,Queens,
Queens,725618,Store,JAC   ,"LEVY'S BAKERY 36, INC            ",LEVY'S BAKERY 36       ,91-11,63RD DRIVE                 ,             ,               ,REGO PARK         ,NY,11374,0,"91 11 63RD DRIVE
REGO PARK, NY 11374
",0101000020E610000063BC8450577752C05E694C51FD5C4440,Queens,
Queens,712747,Store,A     ,FIVE BELOW INC                   ,FIVE BELOW             ,34-41,48TH ST              ,             ,               ,LONG ISLAND CITY  ,NY,11101,0,"34 41 48TH ST
LONG ISLAND CITY, NY 11101
",0101000020E61000004AA9DD4D8D7A52C0AE7D418F58604440,Queens,
